"主管部门","所在省份","学校性质","学校数量","包含年份","包含类型"
"辽宁省","盘锦市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","营口市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","营口市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","葫芦岛市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","辽阳市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","铁岭市","高职（专科）","32","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","锦州市","本科","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","锦州市","高职（专科）","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","阜新市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","阜新市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","鞍山市","本科","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","鞍山市","高职（专科）","6","2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","【小计】","","22","",""
"辽宁省教育厅","大连市","本科","68","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省教育厅","大连市","高职（专科）","56","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省教育厅","抚顺市","本科","9","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省教育厅","沈阳市","本科","65","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省教育厅","沈阳市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省教育厅","葫芦岛市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省教育厅","辽阳市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省教育厅","锦州市","本科","22","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省教育厅","锦州市","高职（专科）","2","2017, 2019","普通高等学校"
"辽宁省教育厅","【小计】","","24","",""
"重庆市","未知","成人高等教育","27","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"重庆市","重庆市","本科","126","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"重庆市","重庆市","高职（专科）","183","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"重庆市","【小计】","","309","",""
"重庆市教委","重庆市","本科","71","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"重庆市教委","重庆市","高职（专科）","157","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"重庆市教委","【小计】","","228","",""
"重庆市教育厅","重庆市","高职（专科）","3","2020","普通高等学校"
"重庆市教育厅","【小计】","","3","",""
"陕西省","咸阳市","本科","18","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","咸阳市","高职（专科）","46","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","商洛市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","商洛市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","安康市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","安康市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","宝鸡市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","宝鸡市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","延安市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","延安市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","未知","成人高等教育","113","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"陕西省","榆林市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","榆林市","高职（专科）","10","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","汉中市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","汉中市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","渭南市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","渭南市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","神木市","高职（专科）","5","2019, 2020, 2021, 2022, 2023","普通高等学校"
"陕西省","西安市","本科","155","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","西安市","高职（专科）","94","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","铜川市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省","【小计】","","8","",""
"陕西省教育厅","咸阳市","本科","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省教育厅","宝鸡市","高职（专科）","12","2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省教育厅","榆林市","高职（专科）","6","2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省教育厅","西安市","本科","158","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省教育厅","西安市","高职（专科）","58","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"陕西省教育厅","【小计】","","216","",""
"青海省","未知","成人高等教育","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"青海省","海东市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"青海省","海西蒙古族藏族自治州","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"青海省","西宁市","本科","28","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"青海省","西宁市","高职（专科）","46","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"青海省","【小计】","","74","",""
"青海省教育厅","西宁市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"青海省教育厅","【小计】","","8","",""
"黑龙江省","七台河市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","伊春市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","佳木斯市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","佳木斯市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","双鸭山市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","哈尔滨市","本科","106","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","哈尔滨市","高职（专科）","151","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","大兴安岭地区","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","大庆市","本科","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","大庆市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","未知","成人高等教育","133","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"黑龙江省","牡丹江市","本科","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","牡丹江市","高职（专科）","40","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","绥化市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","鸡西市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","鹤岗市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","黑河市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","齐齐哈尔市","本科","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","齐齐哈尔市","高职（专科）","10","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省","【小计】","","26","",""
"黑龙江省教育厅","佳木斯市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省教育厅","哈尔滨市","本科","88","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省教育厅","哈尔滨市","高职（专科）","32","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省教育厅","齐齐哈尔市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省教育厅","齐齐哈尔市","高职（专科）","9","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"黑龙江省教育厅","【小计】","","17","",""
"【总计】","","","24256","",""
